kulczynski,confidence_score,rule_supp_count,body_supp_count,head_supp_count,rule,head_rel
0.16288,0.318421,14,44,1849,"Country(X0,X1,T3)<-Country(X0,X1,T0)&Member_of(X1,X2,T1)&inv_Member_of(X2,X1,T2)",Country
0.063699,0.122885,8,65,1849,"Country(X0,X1,T1)<-Capital_of(X0,X1,T0)",Country
0.056174,0.109474,6,55,1849,"Country(X0,X1,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Country(X1,X2,T1)&Country(X2,X1,T2)",Country
0.209594,0.403046,23,57,1466,"Country(X0,X1,T3)<-Country(X0,X1,T0)&inv_Country(X1,X0,T1)&Located_in_the_administrative_territorial_entity(X0,X1,T2)",Country
0.179763,0.342585,25,73,1466,"Country(X0,X2,T3)<-Country(X0,X1,T0)&inv_Country(X1,X0,T1)&Country(X0,X2,T2)",Country
0.16872,0.334405,6,18,1466,"Country(X0,X2,T3)<-Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X0,T1)&Country(X0,X2,T2)",Country
0.138386,0.226275,74,327,1466,"Country(X0,X2,T3)<-Twinned_administrative_body(X0,X1,T0)&inv_Twinned_administrative_body(X1,X0,T1)&Located_in_the_administrative_territorial_entity(X0,X2,T2)",Country
0.116408,0.231111,3,13,1471,"Country(X0,X1,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&Country(X0,X1,T2)",Country
0.207703,0.375474,86,229,2157,"Country(X0,X1,T3)<-Capital_of(X0,X1,T0)&inv_Country(X1,X2,T1)&Country(X2,X1,T2)",Country
0.067136,0.135135,2,15,2157,"Country(X0,X2,T3)<-Instance_of(X0,X1,T0)&inv_Instance_of(X1,X0,T1)&Located_in_the_administrative_territorial_entity(X0,X2,T2)",Country
0.184925,0.353191,24,68,1421,"Country(X0,X1,T3)<-Country(X0,X1,T0)&Instance_of(X1,X2,T1)&inv_Instance_of(X2,X1,T2)",Country
0.236142,0.382364,174,455,1936,"Country(X0,X3,T3)<-Country(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Country(X2,X3,T2)",Country
0.154878,0.306667,4,13,1936,"Country(X0,X1,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Country(X1,X0,T1)&Country(X0,X1,T2)",Country
0.324061,0.327531,621,1896,1937,"Country(X0,X3,T3)<-Country(X0,X1,T0)&inv_Country(X1,X2,T1)&Country(X2,X3,T2)",Country
0.125523,0.253623,2,8,1937,"Country(X0,X2,T3)<-Instance_of(X0,X1,T0)&inv_Instance_of(X1,X0,T1)&Country(X0,X2,T2)",Country
0.075777,0.150725,3,20,1937,"Country(X0,X1,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Country(X2,X1,T2)",Country
0.259348,0.495130,53,107,2267,"Country(X0,X2,T3)<-inv_Residence(X0,X1,T0)&Residence(X1,X0,T1)&Country(X0,X2,T2)",Country
0.239926,0.422931,129,305,2267,"Country(X0,X1,T3)<-Country(X0,X1,T0)&inv_Capital_of(X1,X2,T1)&Country(X2,X1,T2)",Country
0.068666,0.134585,5,37,2267,"Country(X0,X2,T2)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X2,T1)",Country
0.217816,0.388129,92,237,1939,"Country(X0,X3,T3)<-Capital_of(X0,X1,T0)&inv_Country(X1,X2,T1)&Country(X2,X3,T2)",Country
0.199394,0.347205,100,288,1939,"Country(X0,X3,T3)<-Country(X0,X1,T0)&inv_Capital_of(X1,X2,T1)&Country(X2,X3,T2)",Country
0.125254,0.246377,1,4,1939,"Country(X0,X2,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Country(X1,X0,T1)&Country(X0,X2,T2)",Country
0.334322,0.663462,4,6,2020,"Country(X0,X1,T3)<-Country(X0,X1,T0)&Contains_administrative_territorial_entity(X1,X2,T1)&inv_Contains_administrative_territorial_entity(X2,X1,T2)",Country
0.133079,0.256651,19,74,2020,"Country(X0,X3,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Country(X2,X3,T2)",Country
0.078901,0.153675,8,52,2020,"Country(X0,X3,T3)<-Country(X0,X1,T0)&inv_Country(X1,X2,T1)&Capital_of(X2,X3,T2)",Country
0.724888,0.788117,1142,1449,1726,"Member_of(X0,X1,T1)<-Member_of(X0,X1,T0)",Member_of
0.1503,0.272113,49,180,1726,"Member_of(X0,X3,T3)<-Instance_of(X0,X1,T0)&inv_Instance_of(X1,X2,T1)&Member_of(X2,X3,T2)",Member_of
0.289681,0.269393,535,1986,1726,"Member_of(X0,X3,T3)<-Member_of(X0,X1,T0)&inv_Member_of(X1,X2,T1)&Member_of(X2,X3,T2)",Member_of
0.264636,0.521411,12,23,1591,"Member_of(X0,X1,T3)<-Employer(X0,X1,T0)&inv_Member_of(X1,X0,T1)&Employer(X0,X1,T2)",Member_of
0.190244,0.338304,67,198,1591,"Member_of(X0,X2,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X0,T1)&Member_of(X0,X2,T2)",Member_of
0.184679,0.317774,82,258,1591,"Member_of(X0,X2,T3)<-inv_Country(X0,X1,T0)&Country(X1,X0,T1)&Member_of(X0,X2,T2)",Member_of
0.227298,0.316967,219,691,1591,"Member_of(X0,X1,T3)<-Member_of(X0,X1,T0)&inv_Member_of(X1,X2,T1)&Member_of(X2,X1,T2)",Member_of
0.100543,0.202312,2,10,1866,"Member_of(X0,X1,T3)<-Member_of(X0,X1,T0)&inv_Employer(X1,X2,T1)&Employer(X2,X1,T2)",Member_of
0.05907,0.112227,11,98,1866,"Member_of(X0,X3,T3)<-Member_of_political_party(X0,X1,T0)&inv_Member_of_political_party(X1,X2,T1)&Member_of(X2,X3,T2)",Member_of
0.269347,0.487344,97,199,1892,"Member_of(X0,X2,T3)<-Employer(X0,X1,T0)&inv_Employer(X1,X0,T1)&Member_of(X0,X2,T2)",Member_of
0.202151,0.400000,8,20,1857,"Member_of(X0,X2,T3)<-Member_of_political_party(X0,X1,T0)&inv_Member_of_political_party(X1,X0,T1)&Member_of(X0,X2,T2)",Member_of
0.167742,0.333333,4,12,1857,"Member_of(X0,X1,T3)<-Heritage_designation(X0,X1,T0)&inv_Member_of(X1,X2,T1)&Heritage_designation(X2,X1,T2)",Member_of
0.100265,0.197674,1,5,1857,"Member_of(X0,X1,T3)<-Member_of(X0,X1,T0)&inv_Heritage_designation(X1,X0,T1)&Member_of(X0,X1,T2)",Member_of
0.287656,0.556066,35,63,1773,"Member_of(X0,X2,T3)<-Educated_at(X0,X1,T0)&inv_Educated_at(X1,X0,T1)&Member_of(X0,X2,T2)",Member_of
0.166953,0.326923,1,3,1715,"Member_of(X0,X1,T3)<-Member_of(X0,X1,T0)&inv_Heritage_designation(X1,X2,T1)&Heritage_designation(X2,X1,T2)",Member_of
0.083916,0.169082,2,12,1739,"Member_of(X0,X2,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&Member_of(X0,X2,T2)",Member_of
0.375772,0.753623,3,4,1950,"Member_of(X0,X1,T2)<-inv_Member_of(X0,X0,T0)&Member_of(X0,X1,T1)",Member_of
0.300891,0.604651,3,5,1690,"Member_of(X0,X0,T2)<-inv_Member_of(X0,X0,T0)&inv_Member_of(X0,X0,T1)",Member_of
0.229845,0.358539,171,477,1690,"Member_of(X0,X2,T3)<-inv_Country_of_citizenship(X0,X1,T0)&Country_of_citizenship(X1,X0,T1)&Member_of(X0,X2,T2)",Member_of
0.121781,0.240741,6,25,1690,"Member_of(X0,X2,T3)<-Position_held(X0,X1,T0)&inv_Position_held(X1,X0,T1)&Member_of(X0,X2,T2)",Member_of
0.263907,0.520833,13,25,1667,"Member_of(X0,X2,T3)<-Residence(X0,X1,T0)&inv_Residence(X1,X0,T1)&Member_of(X0,X2,T2)",Member_of
0.375848,0.753623,3,4,1775,"Member_of(X0,X0,T1)<-inv_Member_of(X0,X0,T0)",Member_of
0.143428,0.289256,2,7,1775,"Member_of(X0,X2,T3)<-Instance_of(X0,X1,T0)&inv_Instance_of(X1,X0,T1)&Member_of(X0,X2,T2)",Member_of
0.166241,0.304839,39,128,1404,"Member_of(X0,X1,T3)<-Member_of(X0,X1,T0)&inv_Member_of(X1,X0,T1)&Member_of(X0,X1,T2)",Member_of
0.409148,0.737805,14,19,172,"Head_of_government(X0,X1,T1)<-Head_of_government(X0,X1,T0)",Head_of_government
0.424302,0.528953,55,104,172,"Head_of_government(X0,X1,T3)<-Head_of_government(X0,X1,T0)&inv_Head_of_government(X1,X0,T1)&Head_of_government(X0,X1,T2)",Head_of_government
0.352749,0.525025,31,59,172,"Head_of_government(X0,X1,T3)<-Head_of_government(X0,X1,T0)&Position_held(X1,X2,T1)&inv_Position_held(X2,X1,T2)",Head_of_government
0.299727,0.477632,21,44,172,"Head_of_government(X0,X2,T3)<-inv_Residence(X0,X1,T0)&Residence(X1,X0,T1)&Head_of_government(X0,X2,T2)",Head_of_government
0.223037,0.429752,3,7,172,"Head_of_government(X0,X2,T3)<-Member_of(X0,X1,T0)&inv_Member_of(X1,X0,T1)&Head_of_government(X0,X2,T2)",Head_of_government
0.196251,0.376812,3,8,172,"Head_of_government(X0,X2,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&inv_Twinned_administrative_body(X1,X0,T1)&Head_of_government(X0,X2,T2)",Head_of_government
0.274561,0.368711,31,84,172,"Head_of_government(X0,X2,T3)<-Twinned_administrative_body(X0,X1,T0)&inv_Twinned_administrative_body(X1,X0,T1)&Head_of_government(X0,X2,T2)",Head_of_government
0.189119,0.314050,11,35,172,"Head_of_government(X0,X1,T3)<-Head_of_government(X0,X1,T0)&Member_of_political_party(X1,X2,T1)&inv_Member_of_political_party(X2,X1,T2)",Head_of_government
0.127861,0.246377,1,4,172,"Head_of_government(X0,X2,T3)<-Country(X0,X1,T0)&inv_Country(X1,X0,T1)&Head_of_government(X0,X2,T2)",Head_of_government
0.206939,0.406977,2,5,146,"Head_of_government(X0,X2,T3)<-Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X0,T1)&Head_of_government(X0,X2,T2)",Head_of_government
0.256579,0.507246,2,4,154,"Head_of_government(X0,X2,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X0,T1)&Head_of_government(X0,X2,T2)",Head_of_government
0.169527,0.326923,1,3,172,"Head_of_government(X0,X2,T3)<-Country(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&Head_of_government(X0,X2,T2)",Head_of_government
0.34192,0.673077,2,3,118,"Head_of_government(X0,X2,T3)<-inv_Country_of_citizenship(X0,X1,T0)&Country_of_citizenship(X1,X0,T1)&Head_of_government(X0,X2,T2)",Head_of_government
0.349732,0.525025,31,59,178,"Head_of_government(X0,X3,T3)<-Head_of_government(X0,X1,T0)&Position_held(X1,X2,T1)&inv_Position_held(X2,X3,T2)",Head_of_government
0.504186,0.761011,54,71,218,"Significant_event(X0,X1,T1)<-Significant_event(X0,X1,T0)",Significant_event
0.30332,0.532819,16,30,218,"Significant_event(X0,X2,T3)<-Residence(X0,X1,T0)&inv_Residence(X1,X0,T1)&Significant_event(X0,X2,T2)",Significant_event
0.256906,0.500000,3,6,218,"Significant_event(X0,X2,T3)<-Position_held(X0,X1,T0)&inv_Position_held(X1,X0,T1)&Significant_event(X0,X2,T2)",Significant_event
0.502393,0.468041,117,250,218,"Significant_event(X0,X1,T3)<-Significant_event(X0,X1,T0)&inv_Significant_event(X1,X0,T1)&Significant_event(X0,X1,T2)",Significant_event
0.23487,0.426997,9,21,218,"Significant_event(X0,X2,T3)<-Employer(X0,X1,T0)&inv_Employer(X1,X0,T1)&Significant_event(X0,X2,T2)",Significant_event
0.209163,0.398844,4,10,218,"Significant_event(X0,X2,T3)<-Spouse(X0,X1,T0)&Spouse(X1,X0,T1)&Significant_event(X0,X2,T2)",Significant_event
0.194406,0.376812,3,8,218,"Significant_event(X0,X2,T3)<-inv_Spouse(X0,X1,T0)&inv_Spouse(X1,X0,T1)&Significant_event(X0,X2,T2)",Significant_event
0.085183,0.115256,12,104,218,"Significant_event(X0,X3,T3)<-Heritage_designation(X0,X1,T0)&inv_Heritage_designation(X1,X2,T1)&Significant_event(X2,X3,T2)",Significant_event
0.594966,0.419911,241,574,313,"Significant_event(X0,X1,T3)<-Significant_event(X0,X1,T0)&inv_Significant_event(X1,X2,T1)&Significant_event(X2,X1,T2)",Significant_event
0.195507,0.376812,3,8,188,"Significant_event(X0,X2,T3)<-Spouse(X0,X1,T0)&inv_Spouse(X1,X0,T1)&Significant_event(X0,X2,T2)",Significant_event
0.194567,0.376812,3,8,213,"Significant_event(X0,X2,T3)<-inv_Spouse(X0,X1,T0)&Spouse(X1,X0,T1)&Significant_event(X0,X2,T2)",Significant_event
0.571262,0.797472,453,568,1313,"Heritage_designation(X0,X1,T1)<-Heritage_designation(X0,X1,T0)",Heritage_designation
0.303329,0.448951,207,461,1313,"Heritage_designation(X0,X3,T3)<-Significant_event(X0,X1,T0)&inv_Significant_event(X1,X2,T1)&Heritage_designation(X2,X3,T2)",Heritage_designation
0.223743,0.445161,4,9,1313,"Heritage_designation(X0,X1,T3)<-Heritage_designation(X0,X1,T0)&inv_Member_of(X1,X0,T1)&Member_of(X0,X1,T2)",Heritage_designation
0.270205,0.421530,156,370,1313,"Heritage_designation(X0,X1,T3)<-Heritage_designation(X0,X1,T0)&inv_Instance_of(X1,X2,T1)&Heritage_designation(X2,X1,T2)",Heritage_designation
0.213569,0.420732,8,19,1313,"Heritage_designation(X0,X1,T3)<-Heritage_designation(X0,X1,T0)&inv_Heritage_designation(X1,X2,T1)&Instance_of(X2,X1,T2)",Heritage_designation
0.340432,0.317581,477,1502,1313,"Heritage_designation(X0,X1,T3)<-Heritage_designation(X0,X1,T0)&inv_Heritage_designation(X1,X2,T1)&Heritage_designation(X2,X1,T2)",Heritage_designation
0.151125,0.300578,3,10,1338,"Heritage_designation(X0,X1,T3)<-Instance_of(X0,X1,T0)&inv_Instance_of(X1,X0,T1)&Heritage_designation(X0,X1,T2)",Heritage_designation
0.16797,0.335484,3,9,1155,"Heritage_designation(X0,X1,T3)<-Heritage_designation(X0,X1,T0)&inv_Member_of(X1,X2,T1)&Member_of(X2,X1,T2)",Heritage_designation
0.290721,0.570248,12,21,1197,"Heritage_designation(X0,X1,T3)<-Heritage_designation(X0,X1,T0)&inv_Instance_of(X1,X0,T1)&Heritage_designation(X0,X1,T2)",Heritage_designation
0.281218,0.432077,156,361,1197,"Heritage_designation(X0,X1,T3)<-Heritage_designation(X0,X1,T0)&inv_Instance_of(X1,X2,T1)&Instance_of(X2,X1,T2)",Heritage_designation
0.22066,0.418323,28,67,1197,"Heritage_designation(X0,X2,T3)<-Significant_event(X0,X1,T0)&inv_Significant_event(X1,X0,T1)&Heritage_designation(X0,X2,T2)",Heritage_designation
0.200688,0.406977,2,5,1472,"Heritage_designation(X0,X1,T3)<-Instance_of(X0,X1,T0)&inv_Heritage_designation(X1,X0,T1)&Instance_of(X0,X1,T2)",Heritage_designation
0.137386,0.273684,3,11,1472,"Heritage_designation(X0,X1,T3)<-Heritage_designation(X0,X1,T0)&inv_Member_of(X1,X2,T1)&Heritage_designation(X2,X1,T2)",Heritage_designation
0.376282,0.753623,3,4,1174,"Heritage_designation(X0,X1,T3)<-Member_of(X0,X1,T0)&inv_Heritage_designation(X1,X0,T1)&Member_of(X0,X1,T2)",Heritage_designation
0.1337,0.262195,5,19,1174,"Heritage_designation(X0,X1,T3)<-Heritage_designation(X0,X1,T0)&inv_Instance_of(X1,X0,T1)&Instance_of(X0,X1,T2)",Heritage_designation
0.201035,0.406977,2,5,979,"Heritage_designation(X0,X1,T3)<-Member_of(X0,X1,T0)&inv_Member_of(X1,X2,T1)&Heritage_designation(X2,X1,T2)",Heritage_designation
0.200924,0.406977,2,5,1097,"Heritage_designation(X0,X1,T3)<-Member_of(X0,X1,T0)&inv_Heritage_designation(X1,X2,T1)&Member_of(X2,X1,T2)",Heritage_designation
0.139132,0.263720,10,38,663,"Heritage_designation(X0,X2,T3)<-Heritage_designation(X0,X1,T0)&inv_Heritage_designation(X1,X0,T1)&Heritage_designation(X0,X2,T2)",Heritage_designation
0.251877,0.497110,5,10,1326,"Heritage_designation(X0,X1,T3)<-Heritage_designation(X0,X1,T0)&inv_Heritage_designation(X1,X0,T1)&Instance_of(X0,X1,T2)",Heritage_designation
0.483133,0.802326,4,5,24,"Academic_degree(X0,X1,T1)<-Academic_degree(X0,X1,T0)",Academic_degree
0.701377,0.570248,20,35,24,"Academic_degree(X0,X1,T3)<-Academic_degree(X0,X1,T0)&inv_Academic_degree(X1,X0,T1)&Academic_degree(X0,X1,T2)",Academic_degree
0.471281,0.802326,4,5,28,"Academic_degree(X0,X2,T3)<-Member_of_political_party(X0,X1,T0)&inv_Member_of_political_party(X1,X0,T1)&Academic_degree(X0,X2,T2)",Academic_degree
0.434752,0.799644,52,65,748,"Capital_of(X0,X1,T1)<-Capital_of(X0,X1,T0)",Capital_of
0.425875,0.554928,222,400,748,"Capital_of(X0,X1,T3)<-Capital_of(X0,X1,T0)&inv_Capital_of(X1,X0,T1)&Capital_of(X0,X1,T2)",Capital_of
0.339017,0.535032,107,200,748,"Capital_of(X0,X1,T3)<-Capital_of(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&Located_in_the_administrative_territorial_entity(X0,X1,T2)",Capital_of
0.328393,0.520532,102,196,748,"Capital_of(X0,X1,T3)<-Capital_of(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&Capital_of(X0,X1,T2)",Capital_of
0.254657,0.390300,89,228,748,"Capital_of(X0,X1,T3)<-Capital_of(X0,X1,T0)&inv_Country(X1,X2,T1)&Country(X2,X1,T2)",Capital_of
0.185998,0.358796,9,25,748,"Capital_of(X0,X1,T3)<-Capital_of(X0,X1,T0)&inv_Country(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X1,T2)",Capital_of
0.19503,0.339018,38,112,748,"Capital_of(X0,X2,T3)<-Twinned_administrative_body(X0,X1,T0)&inv_Twinned_administrative_body(X1,X0,T1)&Capital_of(X0,X2,T2)",Capital_of
0.156516,0.306667,4,13,748,"Capital_of(X0,X1,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Capital_of(X1,X0,T1)&Capital_of(X0,X1,T2)",Capital_of
0.161131,0.296833,19,64,748,"Capital_of(X0,X2,T3)<-Capital_of(X0,X1,T0)&inv_Capital_of(X1,X0,T1)&Located_in_the_administrative_territorial_entity(X0,X2,T2)",Capital_of
0.139298,0.269488,7,26,748,"Capital_of(X0,X2,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X0,T1)&Capital_of(X0,X2,T2)",Capital_of
0.127012,0.251208,3,12,748,"Capital_of(X0,X1,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Capital_of(X1,X0,T1)&Located_in_the_administrative_territorial_entity(X0,X1,T2)",Capital_of
0.097748,0.178430,13,73,748,"Capital_of(X0,X2,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X0,T1)&Located_in_the_administrative_territorial_entity(X0,X2,T2)",Capital_of
0.072086,0.140496,1,7,748,"Capital_of(X0,X1,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&Capital_of(X0,X1,T2)",Capital_of
0.096917,0.140362,40,285,748,"Capital_of(X0,X2,T3)<-Twinned_administrative_body(X0,X1,T0)&inv_Twinned_administrative_body(X1,X0,T1)&Located_in_the_administrative_territorial_entity(X0,X2,T2)",Capital_of
0.063854,0.126812,2,16,748,"Capital_of(X0,X2,T3)<-Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X0,T1)&Located_in_the_administrative_territorial_entity(X0,X2,T2)",Capital_of
0.359422,0.561962,136,242,867,"Capital_of(X0,X1,T3)<-Capital_of(X0,X1,T0)&inv_Capital_of(X1,X0,T1)&Located_in_the_administrative_territorial_entity(X0,X1,T2)",Capital_of
0.251169,0.507246,2,4,867,"Capital_of(X0,X2,T3)<-Country(X0,X1,T0)&inv_Country(X1,X0,T1)&Capital_of(X0,X2,T2)",Capital_of
0.256344,0.500000,11,22,867,"Capital_of(X0,X1,T3)<-Capital_of(X0,X1,T0)&inv_Twinned_administrative_body(X1,X2,T1)&Twinned_administrative_body(X2,X1,T2)",Capital_of
0.247949,0.469267,23,49,867,"Capital_of(X0,X1,T3)<-Capital_of(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Country(X2,X1,T2)",Capital_of
0.100568,0.197674,1,5,867,"Capital_of(X0,X2,T3)<-Capital_of(X0,X1,T0)&inv_Country(X1,X0,T1)&Capital_of(X0,X2,T2)",Capital_of
0.279231,0.513666,37,72,830,"Capital_of(X0,X2,T3)<-inv_Residence(X0,X1,T0)&Residence(X1,X0,T1)&Capital_of(X0,X2,T2)",Capital_of
0.217913,0.429752,6,14,830,"Capital_of(X0,X1,T3)<-Capital_of(X0,X1,T0)&inv_Country(X1,X0,T1)&Located_in_the_administrative_territorial_entity(X0,X1,T2)",Capital_of
0.216099,0.429752,3,7,830,"Capital_of(X0,X2,T3)<-Country(X0,X1,T0)&inv_Capital_of(X1,X0,T1)&Capital_of(X0,X2,T2)",Capital_of
0.282414,0.536723,22,41,779,"Capital_of(X0,X1,T3)<-Capital_of(X0,X1,T0)&inv_Country_of_citizenship(X1,X2,T1)&Country_of_citizenship(X2,X1,T2)",Capital_of
0.281796,0.440372,96,218,779,"Capital_of(X0,X1,T3)<-Capital_of(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X1,T2)",Capital_of
0.053932,0.106707,2,19,779,"Capital_of(X0,X1,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Country(X2,X1,T2)",Capital_of
0.219533,0.426997,9,21,855,"Capital_of(X0,X1,T3)<-Capital_of(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&Country(X0,X1,T2)",Capital_of
0.167258,0.326923,1,3,832,"Capital_of(X0,X2,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Capital_of(X1,X0,T1)&Capital_of(X0,X2,T2)",Capital_of
0.222915,0.438406,7,16,841,"Capital_of(X0,X1,T3)<-Country(X0,X1,T0)&inv_Capital_of(X1,X0,T1)&Located_in_the_administrative_territorial_entity(X0,X1,T2)",Capital_of
0.144062,0.289256,2,7,841,"Capital_of(X0,X2,T3)<-Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X0,T1)&Capital_of(X0,X2,T2)",Capital_of
0.112215,0.225806,2,9,918,"Capital_of(X0,X1,T3)<-Capital_of(X0,X1,T0)&inv_Country(X1,X0,T1)&Capital_of(X0,X1,T2)",Capital_of
0.117161,0.208947,23,110,911,"Capital_of(X0,X2,T3)<-inv_Residence(X0,X1,T0)&Residence(X1,X0,T1)&Country(X0,X2,T2)",Capital_of
0.466135,0.783881,76,97,511,"Residence(X0,X1,T1)<-Residence(X0,X1,T0)",Residence
0.35877,0.666172,26,39,511,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&Head_of_government(X1,X2,T1)&inv_Head_of_government(X2,X1,T2)",Residence
0.28358,0.542169,13,24,511,"Residence(X0,X2,T3)<-Member_of_political_party(X0,X1,T0)&inv_Member_of_political_party(X1,X0,T1)&Residence(X0,X2,T2)",Residence
0.493285,0.520841,238,457,511,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&inv_Residence(X1,X0,T1)&Residence(X0,X1,T2)",Residence
0.298491,0.495039,52,105,511,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X1,T2)",Residence
0.253506,0.455838,26,57,511,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X2,T1)&inv_Located_in_the_administrative_territorial_entity(X2,X1,T2)",Residence
0.257459,0.444603,36,81,511,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&inv_Country_of_citizenship(X1,X2,T1)&Country_of_citizenship(X2,X1,T2)",Residence
0.232807,0.416988,25,60,511,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&Twinned_administrative_body(X1,X2,T1)&inv_Twinned_administrative_body(X2,X1,T2)",Residence
0.218134,0.416867,10,24,511,"Residence(X0,X2,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Country_of_citizenship(X1,X0,T1)&Residence(X0,X2,T2)",Residence
0.193392,0.376812,6,16,511,"Residence(X0,X2,T3)<-Significant_event(X0,X1,T0)&inv_Significant_event(X1,X0,T1)&Residence(X0,X2,T2)",Residence
0.168649,0.336538,2,6,511,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&Capital_of(X1,X2,T1)&inv_Country(X2,X1,T2)",Residence
0.16763,0.326923,1,3,511,"Residence(X0,X2,T3)<-Award_received(X0,X1,T0)&Winner(X1,X0,T1)&Residence(X0,X2,T2)",Residence
0.398557,0.491608,117,238,383,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&inv_Residence(X1,X2,T1)&Residence(X2,X1,T2)",Residence
0.215028,0.411565,7,17,383,"Residence(X0,X2,T3)<-Position_held(X0,X1,T0)&inv_Position_held(X1,X0,T1)&Residence(X0,X2,T2)",Residence
0.289919,0.518097,29,56,468,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&Country(X1,X2,T1)&inv_Capital_of(X2,X1,T2)",Residence
0.24569,0.381794,50,131,456,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&inv_Twinned_administrative_body(X1,X2,T1)&Twinned_administrative_body(X2,X1,T2)",Residence
0.335308,0.673077,2,3,513,"Residence(X0,X2,T3)<-Member_of(X0,X1,T0)&inv_Member_of(X1,X0,T1)&Residence(X0,X2,T2)",Residence
0.320598,0.566984,38,67,513,"Residence(X0,X2,T3)<-Educated_at(X0,X1,T0)&inv_Educated_at(X1,X0,T1)&Residence(X0,X2,T2)",Residence
0.239888,0.457831,11,24,513,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&Member_of(X1,X2,T1)&inv_Member_of(X2,X1,T2)",Residence
0.300216,0.579268,11,19,512,"Residence(X0,X2,T3)<-Employer(X0,X1,T0)&inv_Employer(X1,X0,T1)&Residence(X0,X2,T2)",Residence
0.197894,0.368902,14,38,512,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&Contains_administrative_territorial_entity(X1,X2,T1)&inv_Contains_administrative_territorial_entity(X2,X1,T2)",Residence
0.336043,0.638889,16,25,498,"Residence(X0,X2,T3)<-Award_received(X0,X1,T0)&inv_Award_received(X1,X0,T1)&Residence(X0,X2,T2)",Residence
0.205581,0.386916,12,31,498,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&Instance_of(X1,X2,T1)&inv_Instance_of(X2,X1,T2)",Residence
0.220333,0.413174,12,29,446,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&Country(X1,X2,T1)&inv_Country(X2,X1,T2)",Residence
