confidence_score,rule_supp_count,body_supp_count,head_supp_count,rule,head_rel,example
0.576271,  15,  26,1354,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&Country(X1,X2,T1)&inv_Country(X2,X1,T2)",Residence,"Residence(Pedro_Almodovar,Madrid_City,T3)<-Residence(Pedro_Almodovar,Madrid_City,T0)&Country(Madrid_City,Espanya,T1)&inv_Country(Espanya,Madrid_City,T2)"
0.556129, 380, 683,1354,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&inv_Residence(X1,X2,T1)&Residence(X2,X1,T2)",Residence,"Residence(Karoline_Blamauer,New_York_City,T3)<-Residence(Karoline_Blamauer,New_York_City,T0)&inv_Residence(New_York_City,Kurt_Vonnegutt,T1)&Residence(Kurt_Vonnegutt,New_York_City,T2)"
0.358423,  44, 123,1354,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&inv_Country_of_citizenship(X1,X2,T1)&Country_of_citizenship(X2,X1,T2)",Residence,"Residence(Tell_Me_The_Truth_About_Love,Etymology_Of_Austria,T3)<-Residence(Tell_Me_The_Truth_About_Love,Etymology_Of_Austria,T0)&inv_Country_of_citizenship(Etymology_Of_Austria,Oscar_Kokoschka,T1)&Country_of_citizenship(Oscar_Kokoschka,Etymology_Of_Austria,T2)"
0.005240,   8,1514,1354,"Residence(X0,X1,T1)<-Country_of_citizenship(X0,X1,T0)",Residence,"Residence(Oliver_Wallace,United_Stated,T1)<-Country_of_citizenship(Oliver_Wallace,United_Stated,T0)"
0.836203,1456,1741,7219,"inv_Position_held(X0,X1,T1)<-inv_Position_held(X0,X1,T0)",inv_Position_held,"inv_Position_held(President_Of_The_Ukssr,Leonid_Kuchma,T1)<-inv_Position_held(President_Of_The_Ukssr,Leonid_Kuchma,T0)"
0.742049, 648, 873,7219,"inv_Position_held(X0,X2,T3)<-inv_Position_held(X0,X1,T0)&Position_held(X1,X0,T1)&inv_Position_held(X0,X2,T2)",inv_Position_held,"inv_Position_held(Uk_Mp,Winifred_Margaret_Ewing,T3)<-inv_Position_held(Uk_Mp,Anthony_Banks,T0)&Position_held(Anthony_Banks,Uk_Mp,T1)&inv_Position_held(Uk_Mp,Winifred_Margaret_Ewing,T2)"
0.693694,  34,  49,7219,"inv_Position_held(X0,X1,T3)<-inv_Position_held(X0,X1,T0)&Employer(X1,X2,T1)&inv_Employer(X2,X1,T2)",inv_Position_held,"inv_Position_held(Chair(Professorship),Ernst_Stuckelberg,T3)<-inv_Position_held(Chair(Professorship),Ernst_Stuckelberg,T0)&Employer(Ernst_Stuckelberg,University_Of_Geneva,T1)&inv_Employer(University_Of_Geneva,Ernst_Stuckelberg,T2)"
0.192567, 290,1506,4821,"inv_Award_received(X0,X1,T1)<-inv_Nominated_for(X0,X1,T0)",inv_Award_received,"inv_Award_received(Primetime_Emmy_Award_For_Outstanding_Supporting_Actor_In_A_Comedy_Series,Christopher_Lloyd,T1)<-inv_Nominated_for(Primetime_Emmy_Award_For_Outstanding_Supporting_Actor_In_A_Comedy_Series,Christopher_Lloyd,T0)"
0.191066, 313,1638,4821,"inv_Award_received(X0,X1,T1)<-inv_Award_received(X0,X1,T0)",inv_Award_received,"inv_Award_received(Bodil_Award_For_Best_Actress,Sidse_Babett_Knudsen,T1)<-inv_Award_received(Bodil_Award_For_Best_Actress,Sidse_Babett_Knudsen,T0)"
0.144068,  15, 104,4821,"inv_Award_received(X0,X1,T3)<-inv_Award_received(X0,X1,T0)&Nominated_for(X1,X2,T1)&inv_Award_received(X2,X1,T2)",inv_Award_received,"inv_Award_received(Outstanding_Voice-Over_Performace,List_Of_The_Simpsons_Tv_Ads,T3)<-inv_Award_received(Outstanding_Voice-Over_Performace,List_Of_The_Simpsons_Tv_Ads,T0)&Nominated_for(List_Of_The_Simpsons_Tv_Ads,Primetime_Emmy_Award_For_Outstanding_Original_Music_And_Lyrics,T1)&inv_Award_received(Primetime_Emmy_Award_For_Outstanding_Original_Music_And_Lyrics,List_Of_The_Simpsons_Tv_Ads,T2)"
0.102220, 195,1906,4821,"inv_Award_received(X0,X3,T3)<-inv_Award_received(X0,X1,T0)&Award_received(X1,X2,T1)&inv_Award_received(X2,X3,T2)",inv_Award_received,"inv_Award_received(Sakharov_Prize_1988–2000,Oswaldo_Payá,T3)<-inv_Award_received(Sakharov_Prize_1988–2000,Ibrahim_Ruguva,T0)&Award_received(Ibrahim_Ruguva,Homo_Homini_Award_Laureates,T1)&inv_Award_received(Homo_Homini_Award_Laureates,Oswaldo_Payá,T2)"
0.090007, 120,1332,4821,"inv_Award_received(X0,X3,T3)<-inv_Nominated_for(X0,X1,T0)&Award_received(X1,X2,T1)&inv_Award_received(X2,X3,T2)",inv_Award_received,"inv_Award_received(Nobel_Prize_For_Physiology_Or_Medicine,Karl_Landsteiner,T3)<-inv_Nominated_for(Nobel_Prize_For_Physiology_Or_Medicine,August_Wassermann,T0)&Award_received(August_Wassermann,Aronson_Prize,T1)&inv_Award_received(Aronson_Prize,Karl_Landsteiner,T2)"
0.089027,  19, 213,4821,"inv_Award_received(X0,X1,T3)<-inv_Nominated_for(X0,X1,T0)&Nominated_for(X1,X2,T1)&inv_Award_received(X2,X1,T2)",inv_Award_received,"inv_Award_received(Tca_Award_For_Outstanding_Achievement_In_Comedy,''_Arrested_Development_'',T3)<-inv_Nominated_for(Tca_Award_For_Outstanding_Achievement_In_Comedy,''_Arrested_Development_'',T0)&Nominated_for(''_Arrested_Development_'',Satellite_Award_For_Best_Tv_Series_–_Musical_Or_Comedy,T1)&inv_Award_received(Satellite_Award_For_Best_Tv_Series_–_Musical_Or_Comedy,''_Arrested_Development_'',T2)"
0.066461,  19, 285,4821,"inv_Award_received(X0,X1,T3)<-inv_Nominated_for(X0,X1,T0)&Nominated_for(X1,X0,T1)&inv_Nominated_for(X0,X1,T2)",inv_Award_received,"inv_Award_received(Outstanding_Daytime_Drama_Series,Cally_&_Brooke_Tarleton,T3)<-inv_Nominated_for(Outstanding_Daytime_Drama_Series,Cally_&_Brooke_Tarleton,T0)&Nominated_for(Cally_&_Brooke_Tarleton,Outstanding_Daytime_Drama_Series,T1)&inv_Nominated_for(Outstanding_Daytime_Drama_Series,Cally_&_Brooke_Tarleton,T2)"
1.000000,  14,  14,80296,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity,"inv_Located_in_the_administrative_territorial_entity(Sakhalinskaya_Oblast',Yuzhno-Kurilsk,T3)<-Located_in_the_administrative_territorial_entity(Sakhalinskaya_Oblast',Khabarovskiy_Kray,T0)&inv_Located_in_the_administrative_territorial_entity(Khabarovskiy_Kray,Sakhalinskaya_Oblast',T1)&inv_Located_in_the_administrative_territorial_entity(Sakhalinskaya_Oblast',Yuzhno-Kurilsk,T2)"
1.000000,   2,   2,80296,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Country(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X1,T2)",inv_Located_in_the_administrative_territorial_entity,"inv_Located_in_the_administrative_territorial_entity(Czarist_Russia,Nizhny_Novgorod_Governorate,T3)<-inv_Located_in_the_administrative_territorial_entity(Czarist_Russia,Nizhny_Novgorod_Governorate,T0)&Country(Nizhny_Novgorod_Governorate,Czarist_Russia,T1)&inv_Located_in_the_administrative_territorial_entity(Czarist_Russia,Nizhny_Novgorod_Governorate,T2)"
0.973625,1920,1972,80296,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T1)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)",inv_Located_in_the_administrative_territorial_entity,"inv_Located_in_the_administrative_territorial_entity(Seine_And_Oise,Drocourt_Yvelines,T1)<-inv_Located_in_the_administrative_territorial_entity(Seine_And_Oise,Drocourt_Yvelines,T0)"
0.824778, 531, 644,80296,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity,"inv_Located_in_the_administrative_territorial_entity(Nouveau-Rhone,Tarare,T3)<-Contains_administrative_territorial_entity(Nouveau-Rhone,Venissieux,T0)&inv_Contains_administrative_territorial_entity(Venissieux,Nouveau-Rhone,T1)&inv_Located_in_the_administrative_territorial_entity(Nouveau-Rhone,Tarare,T2)"
0.818919, 267, 326,80296,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity,"inv_Located_in_the_administrative_territorial_entity(Weiz_(District),Ungerdorf,T3)<-Contains_administrative_territorial_entity(Weiz_(District),Oberrettenbach,T0)&Located_in_the_administrative_territorial_entity(Oberrettenbach,Weiz_(District),T1)&inv_Located_in_the_administrative_territorial_entity(Weiz_(District),Ungerdorf,T2)"
0.806780, 210, 260,80296,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-inv_Residence(X0,X1,T0)&Residence(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity,"inv_Located_in_the_administrative_territorial_entity(Sport_In_Paris,Passy,T3)<-inv_Residence(Sport_In_Paris,Antonio_Machado_Ruiz,T0)&Residence(Antonio_Machado_Ruiz,Sport_In_Paris,T1)&inv_Located_in_the_administrative_territorial_entity(Sport_In_Paris,Passy,T2)"
0.794849,1197,1506,80296,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity,"inv_Located_in_the_administrative_territorial_entity(Canton_Of_Virieu-Le-Grand,Cuzieu_Ain,T3)<-inv_Located_in_the_administrative_territorial_entity(Canton_Of_Virieu-Le-Grand,Flaxieu,T0)&Located_in_the_administrative_territorial_entity(Flaxieu,Canton_Of_Virieu-Le-Grand,T1)&inv_Located_in_the_administrative_territorial_entity(Canton_Of_Virieu-Le-Grand,Cuzieu_Ain,T2)"
0.761598, 521, 684,80296,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-inv_Country(X0,X1,T0)&Country(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity,"inv_Located_in_the_administrative_territorial_entity(Rssr,Khabarovskiy_Kray,T3)<-inv_Country(Rssr,Belgorodskaya_Oblast'_Russia,T0)&Country(Belgorodskaya_Oblast'_Russia,Rssr,T1)&inv_Located_in_the_administrative_territorial_entity(Rssr,Khabarovskiy_Kray,T2)"
0.718615, 805,1120,80296,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Capital_of(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Capital_of(X0,X1,T2)",inv_Located_in_the_administrative_territorial_entity,"inv_Located_in_the_administrative_territorial_entity(Gomel_Oblast,History_Of_Gomel,T3)<-inv_Capital_of(Gomel_Oblast,History_Of_Gomel,T0)&Located_in_the_administrative_territorial_entity(History_Of_Gomel,Gomel_Oblast,T1)&inv_Capital_of(Gomel_Oblast,History_Of_Gomel,T2)"
0.708579, 688, 971,80296,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T1)<-inv_Capital_of(X0,X1,T0)",inv_Located_in_the_administrative_territorial_entity,"inv_Located_in_the_administrative_territorial_entity(Ukrssr,Kiev/Kyiv,T1)<-inv_Capital_of(Ukrssr,Kiev/Kyiv,T0)"
0.549820, 202, 367,80296,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&Contains_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity,"inv_Located_in_the_administrative_territorial_entity(Nouveau-Rhone,Simandres,T3)<-Contains_administrative_territorial_entity(Nouveau-Rhone,Saint-Pierre-De-Chandieu,T0)&Located_in_the_administrative_territorial_entity(Saint-Pierre-De-Chandieu,Nouveau-Rhone,T1)&Contains_administrative_territorial_entity(Nouveau-Rhone,Simandres,T2)"
0.505358, 769,1522,80296,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Capital_of(X0,X1,T0)&Capital_of(X1,X0,T1)&inv_Capital_of(X0,X1,T2)",inv_Located_in_the_administrative_territorial_entity,"inv_Located_in_the_administrative_territorial_entity(Tavdinskaya,Тавда,T3)<-inv_Capital_of(Tavdinskaya,Тавда,T0)&Capital_of(Тавда,Tavdinskaya,T1)&inv_Capital_of(Tavdinskaya,Тавда,T2)"
0.434211,  29,  67,80296,"inv_Located_in_the_administrative_territorial_entity(X0,X3,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X2,T1)&Contains_administrative_territorial_entity(X2,X3,T2)",inv_Located_in_the_administrative_territorial_entity,"inv_Located_in_the_administrative_territorial_entity(Communauté_Urbaine_De_Lyon,Albigny-Sur-Saone,T3)<-inv_Located_in_the_administrative_territorial_entity(Communauté_Urbaine_De_Lyon,Limonest,T0)&inv_Contains_administrative_territorial_entity(Limonest,Nouveau-Rhone,T1)&Contains_administrative_territorial_entity(Nouveau-Rhone,Albigny-Sur-Saone,T2)"
0.281266, 478,1699,80296,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T1)<-Contains_administrative_territorial_entity(X0,X1,T0)",inv_Located_in_the_administrative_territorial_entity,"inv_Located_in_the_administrative_territorial_entity(Nouveau-Rhone,Sainte-Foy-Lès-Lyon,T1)<-Contains_administrative_territorial_entity(Nouveau-Rhone,Sainte-Foy-Lès-Lyon,T0)"
0.165563,  22, 133,80296,"inv_Located_in_the_administrative_territorial_entity(X0,X3,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Instance_of(X1,X2,T1)&inv_Instance_of(X2,X3,T2)",inv_Located_in_the_administrative_territorial_entity,"inv_Located_in_the_administrative_territorial_entity(Southeast_Styria,Oberdorf_Am_Hochegg,T3)<-inv_Located_in_the_administrative_territorial_entity(Southeast_Styria,Frutten-Gießelsdorf,T0)&Instance_of(Frutten-Gießelsdorf,Municipality_(Austria),T1)&inv_Instance_of(Municipality_(Austria),Oberdorf_Am_Hochegg,T2)"
0.051861,  95,1836,80296,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T1)<-inv_Country(X0,X1,T0)",inv_Located_in_the_administrative_territorial_entity,"inv_Located_in_the_administrative_territorial_entity(Belorusi,Grodno_Voblast,T1)<-inv_Country(Belorusi,Grodno_Voblast,T0)"
0.035004,  39,1108,80296,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-inv_Country(X0,X1,T0)&Country(X1,X0,T1)&inv_Country(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity,"inv_Located_in_the_administrative_territorial_entity(Russia_(Empire),Nizhny_Novgorod_Governorate,T3)<-inv_Country(Russia_(Empire),History_Of_Kharkiv,T0)&Country(History_Of_Kharkiv,Russia_(Empire),T1)&inv_Country(Russia_(Empire),Nizhny_Novgorod_Governorate,T2)"
0.031250,  17, 550,80296,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)<-inv_Country(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X2,T1)",inv_Located_in_the_administrative_territorial_entity,"inv_Located_in_the_administrative_territorial_entity(Оросын_Холбооны_Улс,Sakhalinskaya_Oblast',T2)<-inv_Country(Оросын_Холбооны_Улс,Yuzhno-Kurilsk,T0)&Located_in_the_administrative_territorial_entity(Yuzhno-Kurilsk,Sakhalinskaya_Oblast',T1)"
1.000000,   5,   5,2873,"inv_Twinned_administrative_body(X0,X2,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Capital_of(X1,X0,T1)&inv_Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Novgorod,Un/Locode:Debfe,T3)<-Located_in_the_administrative_territorial_entity(Novgorod,Oksochi_Hospital,T0)&inv_Capital_of(Oksochi_Hospital,Novgorod,T1)&inv_Twinned_administrative_body(Novgorod,Un/Locode:Debfe,T2)"
0.951158,1339,1408,2873,"inv_Twinned_administrative_body(X0,X1,T1)<-inv_Twinned_administrative_body(X0,X1,T0)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Pernau,Mittau,T1)<-inv_Twinned_administrative_body(Pernau,Mittau,T0)"
0.823088, 242, 294,2873,"inv_Twinned_administrative_body(X0,X2,T3)<-Head_of_government(X0,X1,T0)&inv_Head_of_government(X1,X0,T1)&inv_Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Port_May_City,Todohokke_Hokkaidō,T3)<-Head_of_government(Port_May_City,Viktor_Cherepkov,T0)&inv_Head_of_government(Viktor_Cherepkov,Port_May_City,T1)&inv_Twinned_administrative_body(Port_May_City,Todohokke_Hokkaidō,T2)"
0.822581, 135, 164,2873,"inv_Twinned_administrative_body(X0,X2,T3)<-Capital_of(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Novgorod,Un/Locode:Debfe,T3)<-Capital_of(Novgorod,Oksochi_Hospital,T0)&inv_Located_in_the_administrative_territorial_entity(Oksochi_Hospital,Novgorod,T1)&inv_Twinned_administrative_body(Novgorod,Un/Locode:Debfe,T2)"
0.820513,  14,  17,2873,"inv_Twinned_administrative_body(X0,X1,T3)<-Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X0,T1)&Twinned_administrative_body(X0,X1,T2)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Frankfurt_(Oder),Landsberg-An-Der-Warthe,T3)<-Twinned_administrative_body(Frankfurt_(Oder),Landsberg-An-Der-Warthe,T0)&Twinned_administrative_body(Landsberg-An-Der-Warthe,Frankfurt_(Oder),T1)&Twinned_administrative_body(Frankfurt_(Oder),Landsberg-An-Der-Warthe,T2)"
0.804878,  29,  36,2873,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Instance_of(X1,X2,T1)&inv_Instance_of(X2,X1,T2)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Одесса,Castra_Regina,T3)<-inv_Twinned_administrative_body(Одесса,Castra_Regina,T0)&Instance_of(Castra_Regina,College_Town,T1)&inv_Instance_of(College_Town,Castra_Regina,T2)"
0.799502, 849,1062,2873,"inv_Twinned_administrative_body(X0,X2,T3)<-inv_Residence(X0,X1,T0)&Residence(X1,X0,T1)&inv_Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Leningrad,Axis_Avenue,T3)<-inv_Residence(Leningrad,Владимир_Владимирович_Путин,T0)&Residence(Владимир_Владимирович_Путин,Leningrad,T1)&inv_Twinned_administrative_body(Leningrad,Axis_Avenue,T2)"
0.742301, 202, 272,2873,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X2,T1)&inv_Capital_of(X2,X1,T2)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Clermont-En-Auvergne,History_Of_Gomel,T3)<-inv_Twinned_administrative_body(Clermont-En-Auvergne,History_Of_Gomel,T0)&Located_in_the_administrative_territorial_entity(History_Of_Gomel,Gomel_Oblast,T1)&inv_Capital_of(Gomel_Oblast,History_Of_Gomel,T2)"
0.718254,  80, 111,2873,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&inv_Residence(X1,X2,T1)&Residence(X2,X1,T2)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Sport_In_Paris,Berlim,T3)<-inv_Twinned_administrative_body(Sport_In_Paris,Berlim,T0)&inv_Residence(Berlim,Elli_Ackermann,T1)&Residence(Elli_Ackermann,Berlim,T2)"
0.715732, 405, 566,2873,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X0,T1)&inv_Twinned_administrative_body(X0,X1,T2)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Cordoba_(City_Spain),Fes_Province,T3)<-inv_Twinned_administrative_body(Cordoba_(City_Spain),Fes_Province,T0)&Twinned_administrative_body(Fes_Province,Cordoba_(City_Spain),T1)&inv_Twinned_administrative_body(Cordoba_(City_Spain),Fes_Province,T2)"
0.709091,  86, 121,2873,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Country(X1,X2,T1)&inv_Country(X2,X1,T2)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Clermont-En-Auvergne,History_Of_Gomel,T3)<-inv_Twinned_administrative_body(Clermont-En-Auvergne,History_Of_Gomel,T0)&Country(History_Of_Gomel,Belorusi,T1)&inv_Country(Belorusi,History_Of_Gomel,T2)"
0.698529,  42,  60,2873,"inv_Twinned_administrative_body(X0,X2,T3)<-Country(X0,X1,T0)&inv_Country(X1,X0,T1)&inv_Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Landsberg-An-Der-Warthe,Frankfurt_(Oder),T3)<-Country(Landsberg-An-Der-Warthe,Poland,T0)&inv_Country(Poland,Landsberg-An-Der-Warthe,T1)&inv_Twinned_administrative_body(Landsberg-An-Der-Warthe,Frankfurt_(Oder),T2)"
0.676923,  58,  86,2873,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Country(X1,X2,T1)&inv_Located_in_the_administrative_territorial_entity(X2,X1,T2)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Pernau,Mittau,T3)<-inv_Twinned_administrative_body(Pernau,Mittau,T0)&Country(Mittau,Letland,T1)&inv_Located_in_the_administrative_territorial_entity(Letland,Mittau,T2)"
0.641176,  48,  75,2873,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X1,T2)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Wash._D.C.,Axis_Avenue,T3)<-inv_Twinned_administrative_body(Wash._D.C.,Axis_Avenue,T0)&inv_Located_in_the_administrative_territorial_entity(Axis_Avenue,Bang_Kapi,T1)&Located_in_the_administrative_territorial_entity(Bang_Kapi,Axis_Avenue,T2)"
0.640000,   7,  11,2873,"inv_Twinned_administrative_body(X0,X2,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Un/Locode:Itbri,Batoom,T3)<-Located_in_the_administrative_territorial_entity(Un/Locode:Itbri,Provincia_Di_Bari,T0)&inv_Located_in_the_administrative_territorial_entity(Provincia_Di_Bari,Un/Locode:Itbri,T1)&inv_Twinned_administrative_body(Un/Locode:Itbri,Batoom,T2)"
0.282759,  18,  64,2873,"inv_Twinned_administrative_body(X0,X1,T3)<-Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X2,T1)&inv_Twinned_administrative_body(X2,X1,T2)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Berlim,Budapest_(Hungary),T3)<-Twinned_administrative_body(Berlim,Budapest_(Hungary),T0)&Twinned_administrative_body(Budapest_(Hungary),Frankfort-On-Main,T1)&inv_Twinned_administrative_body(Frankfort-On-Main,Budapest_(Hungary),T2)"
0.161776,  90, 556,2873,"inv_Twinned_administrative_body(X0,X2,T2)<-inv_Twinned_administrative_body(X0,X1,T0)&inv_Twinned_administrative_body(X1,X2,T1)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Lancaster_(Lancs),Aalborg_Kommune,T2)<-inv_Twinned_administrative_body(Lancaster_(Lancs),Rendsborg,T0)&inv_Twinned_administrative_body(Rendsborg,Aalborg_Kommune,T1)"
0.096154,   2,  23,2873,"inv_Twinned_administrative_body(X0,X2,T3)<-Country(X0,X1,T0)&inv_Country(X1,X0,T1)&Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Landsberg-An-Der-Warthe,Frankfurt_(Oder),T3)<-Country(Landsberg-An-Der-Warthe,Poland,T0)&inv_Country(Poland,Landsberg-An-Der-Warthe,T1)&Twinned_administrative_body(Landsberg-An-Der-Warthe,Frankfurt_(Oder),T2)"
0.048780,   1,  18,2873,"inv_Twinned_administrative_body(X0,X3,T3)<-Heritage_designation(X0,X1,T0)&inv_Heritage_designation(X1,X2,T1)&inv_Twinned_administrative_body(X2,X3,T2)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Havana_Vieja,Santa_Fe_De_Guanajuato,T3)<-Heritage_designation(Havana_Vieja,Unesco_World_Heritage_Sites,T0)&inv_Heritage_designation(Unesco_World_Heritage_Sites,Trams_In_Avignon,T1)&inv_Twinned_administrative_body(Trams_In_Avignon,Santa_Fe_De_Guanajuato,T2)"
0.041589,  59,1420,2873,"inv_Twinned_administrative_body(X0,X1,T1)<-Twinned_administrative_body(X0,X1,T0)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Landsberg-An-Der-Warthe,Frankfurt_(Oder),T1)<-Twinned_administrative_body(Landsberg-An-Der-Warthe,Frankfurt_(Oder),T0)"
0.025788,  24, 923,2873,"inv_Twinned_administrative_body(X0,X2,T3)<-Twinned_administrative_body(X0,X1,T0)&inv_Twinned_administrative_body(X1,X0,T1)&Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Kiev/Kyiv,President_Of_Kraków,T3)<-Twinned_administrative_body(Kiev/Kyiv,Kishinef,T0)&inv_Twinned_administrative_body(Kishinef,Kiev/Kyiv,T1)&Twinned_administrative_body(Kiev/Kyiv,President_Of_Kraków,T2)"
0.009680,  19,1958,2873,"inv_Twinned_administrative_body(X0,X2,T2)<-inv_Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X2,T1)",inv_Twinned_administrative_body,"inv_Twinned_administrative_body(Lancaster_(Lancs),Rendsborg,T2)<-inv_Twinned_administrative_body(Lancaster_(Lancs),Aalborg_Kommune,T0)&Twinned_administrative_body(Aalborg_Kommune,Rendsborg,T1)"
1.000000,   1,   1,1842,"inv_Employer(X0,X1,T3)<-inv_Employer(X0,X1,T0)&Educated_at(X1,X0,T1)&inv_Employer(X0,X1,T2)",inv_Employer,"inv_Employer(Mother_See_Of_Holy_Etchmiadzin,Khachatur_Abovyan,T3)<-inv_Employer(Mother_See_Of_Holy_Etchmiadzin,Khachatur_Abovyan,T0)&Educated_at(Khachatur_Abovyan,Mother_See_Of_Holy_Etchmiadzin,T1)&inv_Employer(Mother_See_Of_Holy_Etchmiadzin,Khachatur_Abovyan,T2)"
