lift_score,conviction_score,confidence_score,rule_support,body_support,rule,head_rel
3118.541667,0.999895,0.333333,   1,   3,"Demand_meeting,_negotiation(X0,X2,T3)<-inv_Engage_in_symbolic_act(X0,X1,T0)&inv_Confiscate_property(X1,X0,T1)&Demand_meeting,_negotiation(X0,X2,T2)","Demand_meeting,_negotiation"
2935.098039,0.999889,0.333333,   1,   3,"Accuse_of_espionage,_treason(X0,X1,T3)<-Use_conventional_military_force(X0,X1,T0)&inv_Threaten_with_political_dissent,_protest(X1,X2,T1)&Protest_violently,_riot(X2,X1,T2)","Accuse_of_espionage,_treason"
2709.321267,0.999888,0.307692,   4,  13,"Accuse_of_espionage,_treason(X0,X2,T3)<-Accuse_of_espionage,_treason(X0,X1,T0)&inv_Accuse(X1,X0,T1)&Accuse(X0,X2,T2)","Accuse_of_espionage,_treason"
7983.466667,0.999905,0.800000,   8,  10,"Appeal_for_easing_of_administrative_sanctions(X0,X1,T3)<-inv_Demand_meeting,_negotiation(X0,X1,T0)&Investigate(X1,X2,T1)&inv_Investigate(X2,X1,T2)",Appeal_for_easing_of_administrative_sanctions
2993.800000,0.999902,0.300000,   3,  10,"Appeal_for_easing_of_administrative_sanctions(X0,X2,T2)<-inv_Acknowledge_or_claim_responsibility(X0,X1,T0)&inv_Impose_restrictions_on_political_freedoms(X1,X2,T1)",Appeal_for_easing_of_administrative_sanctions
10692.142857,0.000000,1.000000,  19,  19,"Appeal_for_economic_cooperation(X0,X1,T3)<-inv_Criticize_or_denounce(X0,X1,T0)&Appeal_to_others_to_meet_or_negotiate(X1,X0,T1)&inv_Reject_plan,_agreement_to_settle_dispute(X0,X1,T2)",Appeal_for_economic_cooperation
10692.142857,0.000000,1.000000,   2,   2,"Appeal_for_economic_cooperation(X0,X1,T3)<-inv_Accuse(X0,X1,T0)&Make_pessimistic_comment(X1,X0,T1)&inv_Reject_plan,_agreement_to_settle_dispute(X0,X1,T2)",Appeal_for_economic_cooperation
10105.974619,0.999938,0.675127, 133, 197,"Express_intent_to_cooperate_militarily(X0,X2,T3)<-inv_Reduce_or_break_diplomatic_relations(X0,X1,T0)&Accuse(X1,X0,T1)&Express_intent_to_cooperate_militarily(X0,X2,T2)",Express_intent_to_cooperate_militarily
9685.823529,0.999938,0.647059,  11,  17,"Express_intent_to_cooperate_militarily(X0,X2,T3)<-Make_a_visit(X0,X1,T0)&Host_a_visit(X1,X0,T1)&Demonstrate_or_rally(X0,X2,T2)",Express_intent_to_cooperate_militarily
4989.666667,0.999935,0.333333,   1,   3,"Express_intent_to_cooperate_militarily(X0,X1,T3)<-Express_intent_to_cooperate_militarily(X0,X1,T0)&inv_Demonstrate_or_rally(X1,X0,T1)&Make_statement(X0,X1,T2)",Express_intent_to_cooperate_militarily
4490.700000,0.999935,0.300000,   3,  10,"Express_intent_to_cooperate_militarily(X0,X1,T1)<-Express_intent_to_cooperate_militarily(X0,X1,T0)",Express_intent_to_cooperate_militarily
4306.150685,0.999935,0.287671,  21,  73,"Express_intent_to_cooperate_militarily(X0,X2,T3)<-Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0)&Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X1,X0,T1)&inv_Express_intent_to_settle_dispute(X0,X2,T2)",Express_intent_to_cooperate_militarily
9355.625000,0.000000,1.000000,   2,   2,"Express_intent_to_mediate(X0,X1,T3)<-inv_Impose_state_of_emergency_or_martial_law(X0,X1,T0)&inv_Criticize_or_denounce(X1,X2,T1)&inv_Provide_economic_aid(X2,X1,T2)",Express_intent_to_mediate
6237.083333,0.999898,0.666667,   2,   3,"Express_intent_to_mediate(X0,X1,T1)<-inv_Ease_military_blockade(X0,X1,T0)",Express_intent_to_mediate
3598.317308,0.999896,0.384615,  15,  39,"Express_intent_to_mediate(X0,X2,T3)<-inv_Obstruct_passage,_block(X0,X1,T0)&Impose_blockade,_restrict_movement(X1,X0,T1)&inv_Protest_violently,_riot(X0,X2,T2)",Express_intent_to_mediate
3118.541667,0.999895,0.333333,   1,   3,"Express_intent_to_mediate(X0,X2,T2)<-inv_Investigate_crime,_corruption(X0,X1,T0)&inv_Provide_economic_aid(X1,X2,T1)",Express_intent_to_mediate
3118.541667,0.999895,0.333333,   1,   3,"Express_intent_to_mediate(X0,X3,T3)<-Demonstrate_for_leadership_change(X0,X1,T0)&inv_Demonstrate_for_leadership_change(X1,X2,T1)&inv_Halt_negotiations(X2,X3,T2)",Express_intent_to_mediate
2551.534091,0.999895,0.272727,   6,  22,"Express_intent_to_mediate(X0,X2,T3)<-inv_Arrest,_detain,_or_charge_with_legal_action(X0,X1,T0)&fight_with_small_arms_and_light_weapons(X1,X0,T1)&Yield(X0,X2,T2)",Express_intent_to_mediate
2338.906250,0.999895,0.250000,   1,   4,"Express_intent_to_mediate(X0,X3,T3)<-Demonstrate_for_leadership_change(X0,X1,T0)&inv_Demand_change_in_leadership(X1,X2,T1)&inv_Halt_negotiations(X2,X3,T2)",Express_intent_to_mediate
4490.700000,0.999922,0.360000,   9,  25,"Appeal_for_policy_change(X0,X1,T3)<-Reduce_or_break_diplomatic_relations(X0,X1,T0)&inv_Use_unconventional_violence(X1,X2,T1)&inv_Use_conventional_military_force(X2,X1,T2)",Appeal_for_policy_change
3838.205128,0.999922,0.307692,   4,  13,"Appeal_for_policy_change(X0,X1,T3)<-Reduce_or_break_diplomatic_relations(X0,X1,T0)&Use_conventional_military_force(X1,X2,T1)&Use_unconventional_violence(X2,X1,T2)",Appeal_for_policy_change
14969.000000,0.000000,1.000000,   2,   2,"Engage_in_mass_killings(X0,X1,T3)<-inv_Declare_truce,_ceasefire(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X2,T1)&Confiscate_property(X2,X1,T2)",Engage_in_mass_killings
6205.098291,0.999936,0.414530,  97, 234,"Engage_in_mass_killings(X0,X1,T3)<-Abduct,_hijack,_or_take_hostage(X0,X1,T0)&Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X1,X2,T1)&Express_intent_to_cooperate(X2,X1,T2)",Engage_in_mass_killings
5987.600000,0.999936,0.400000,   2,   5,"Engage_in_mass_killings(X0,X2,T2)<-Occupy_territory(X0,X1,T0)&Confiscate_property(X1,X2,T1)",Engage_in_mass_killings
5553.016129,0.999936,0.370968,  23,  62,"Engage_in_mass_killings(X0,X1,T3)<-Use_conventional_military_force(X0,X1,T0)&Accuse(X1,X2,T1)&inv_Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X2,X1,T2)",Engage_in_mass_killings
4594.445545,0.999935,0.306931,  31, 101,"Engage_in_mass_killings(X0,X1,T3)<-Use_conventional_military_force(X0,X1,T0)&Criticize_or_denounce(X1,X2,T1)&Provide_humanitarian_aid(X2,X1,T2)",Engage_in_mass_killings
3742.250000,0.999935,0.250000,   2,   8,"Engage_in_mass_killings(X0,X1,T3)<-inv_Accuse(X0,X1,T0)&Appeal_for_material_cooperation(X1,X2,T1)&Provide_humanitarian_aid(X2,X1,T2)",Engage_in_mass_killings
8981.400000,0.999937,0.600000,   6,  10,"Demand_de-escalation_of_military_engagement(X0,X1,T3)<-Protest_violently,_riot(X0,X1,T0)&Express_intent_to_meet_or_negotiate(X1,X2,T1)&Appeal_for_intelligence(X2,X1,T2)",Demand_de-escalation_of_military_engagement
8981.400000,0.999937,0.600000,   6,  10,"Demand_de-escalation_of_military_engagement(X0,X1,T3)<-inv_Use_tactics_of_violent_repression(X0,X1,T0)&inv_Demonstrate_or_rally(X1,X0,T1)&Defy_norms,_law(X0,X1,T2)",Demand_de-escalation_of_military_engagement
4989.666667,0.999935,0.333333,   1,   3,"Demand_de-escalation_of_military_engagement(X0,X1,T3)<-Express_accord(X0,X1,T0)&Use_tactics_of_violent_repression(X1,X0,T1)&Express_intent_to_cooperate(X0,X1,T2)",Demand_de-escalation_of_military_engagement
4989.666667,0.999935,0.333333,   1,   3,"Demand_de-escalation_of_military_engagement(X0,X1,T3)<-Express_accord(X0,X1,T0)&inv_Demonstrate_or_rally(X1,X0,T1)&inv_Express_intent_to_cooperate(X0,X1,T2)",Demand_de-escalation_of_military_engagement
4605.846154,0.999935,0.307692,   4,  13,"Demand_de-escalation_of_military_engagement(X0,X1,T3)<-Protest_violently,_riot(X0,X1,T0)&fight_with_small_arms_and_light_weapons(X1,X0,T1)&inv_Express_intent_to_cooperate(X0,X1,T2)",Demand_de-escalation_of_military_engagement
3742.250000,0.999935,0.250000,   1,   4,"Demand_de-escalation_of_military_engagement(X0,X1,T3)<-inv_Make_statement(X0,X1,T0)&Ease_administrative_sanctions(X1,X2,T1)&inv_Reject(X2,X1,T2)",Demand_de-escalation_of_military_engagement
5582.843823,0.999929,0.410256,  16,  39,"Express_intent_to_ease_administrative_sanctions(X0,X1,T3)<-Use_tactics_of_violent_repression(X0,X1,T0)&Obstruct_passage,_block(X1,X2,T1)&inv_Demonstrate_or_rally(X2,X1,T2)",Express_intent_to_ease_administrative_sanctions
4536.060606,0.999929,0.333333,   1,   3,"Express_intent_to_ease_administrative_sanctions(X0,X1,T3)<-Express_intent_to_release_persons_or_property(X0,X1,T0)&Express_intent_to_meet_or_negotiate(X1,X2,T1)&Host_a_visit(X2,X1,T2)",Express_intent_to_ease_administrative_sanctions
3792.444113,0.999928,0.278689,  17,  61,"Express_intent_to_ease_administrative_sanctions(X0,X1,T3)<-inv_Protest_violently,_riot(X0,X1,T0)&Obstruct_passage,_block(X1,X2,T1)&inv_Demonstrate_or_rally(X2,X1,T2)",Express_intent_to_ease_administrative_sanctions
4989.666667,0.999935,0.333333,   1,   3,"Express_intent_to_yield(X0,X1,T3)<-inv_Abduct,_hijack,_or_take_hostage(X0,X1,T0)&Accuse(X1,X2,T1)&inv_Protest_violently,_riot(X2,X1,T2)",Express_intent_to_yield
4989.666667,0.999935,0.333333,   1,   3,"Express_intent_to_yield(X0,X1,T3)<-Express_intent_to_yield(X0,X1,T0)&Protest_violently,_riot(X1,X2,T1)&inv_Accuse_of_crime,_corruption(X2,X1,T2)",Express_intent_to_yield
3742.250000,0.999935,0.250000,   2,   8,"Express_intent_to_yield(X0,X1,T3)<-Express_intent_to_yield(X0,X1,T0)&Rally_opposition_against(X1,X2,T1)&Accuse(X2,X1,T2)",Express_intent_to_yield
12474.166667,0.000000,1.000000,   1,   1,"Impose_state_of_emergency_or_martial_law(X0,X1,T1)<-Ease_state_of_emergency_or_martial_law(X0,X1,T0)",Impose_state_of_emergency_or_martial_law
12474.166667,0.000000,1.000000,   1,   1,"Impose_state_of_emergency_or_martial_law(X0,X1,T3)<-inv_Arrest,_detain,_or_charge_with_legal_action(X0,X1,T0)&inv_Impose_blockade,_restrict_movement(X1,X0,T1)&Impose_state_of_emergency_or_martial_law(X0,X1,T2)",Impose_state_of_emergency_or_martial_law
12474.166667,0.000000,1.000000,   1,   1,"Impose_state_of_emergency_or_martial_law(X0,X1,T3)<-inv_Demand_change_in_leadership(X0,X1,T0)&inv_Demonstrate_or_rally(X1,X2,T1)&Conduct_suicide,_car,_or_other_non-military_bombing(X2,X1,T2)",Impose_state_of_emergency_or_martial_law
8805.294118,0.999925,0.705882,  12,  17,"Impose_state_of_emergency_or_martial_law(X0,X1,T3)<-Impose_state_of_emergency_or_martial_law(X0,X1,T0)&inv_Mobilize_or_increase_armed_forces(X1,X0,T1)&Impose_state_of_emergency_or_martial_law(X0,X1,T2)",Impose_state_of_emergency_or_martial_law
6237.083333,0.999923,0.500000,   4,   8,"Impose_state_of_emergency_or_martial_law(X0,X2,T3)<-Impose_restrictions_on_political_freedoms(X0,X1,T0)&inv_Abduct,_hijack,_or_take_hostage(X1,X0,T1)&Occupy_territory(X0,X2,T2)",Impose_state_of_emergency_or_martial_law
6237.083333,0.999923,0.500000,   1,   2,"Impose_state_of_emergency_or_martial_law(X0,X1,T3)<-inv_Demand_change_in_leadership(X0,X1,T0)&inv_Investigate(X1,X2,T1)&Obstruct_passage,_block(X2,X1,T2)",Impose_state_of_emergency_or_martial_law
5197.569444,0.999923,0.416667,   5,  12,"Impose_state_of_emergency_or_martial_law(X0,X1,T1)<-Impose_state_of_emergency_or_martial_law(X0,X1,T0)",Impose_state_of_emergency_or_martial_law
4989.666667,0.999923,0.400000,   2,   5,"Impose_state_of_emergency_or_martial_law(X0,X2,T2)<-inv_Make_statement(X0,X1,T0)&Impose_state_of_emergency_or_martial_law(X1,X2,T1)",Impose_state_of_emergency_or_martial_law
4989.666667,0.999923,0.400000,   2,   5,"Impose_state_of_emergency_or_martial_law(X0,X1,T3)<-inv_Demand_change_in_leadership(X0,X1,T0)&inv_Conduct_suicide,_car,_or_other_non-military_bombing(X1,X2,T1)&Make_pessimistic_comment(X2,X1,T2)",Impose_state_of_emergency_or_martial_law
4989.666667,0.999923,0.400000,   2,   5,"Impose_state_of_emergency_or_martial_law(X0,X3,T3)<-inv_Make_an_appeal_or_request(X0,X1,T0)&Threaten(X1,X2,T1)&Impose_state_of_emergency_or_martial_law(X2,X3,T2)",Impose_state_of_emergency_or_martial_law
4989.666667,0.999923,0.400000,   2,   5,"Impose_state_of_emergency_or_martial_law(X0,X1,T3)<-Ease_state_of_emergency_or_martial_law(X0,X1,T0)&inv_Impose_blockade,_restrict_movement(X1,X2,T1)&Impose_state_of_emergency_or_martial_law(X2,X1,T2)",Impose_state_of_emergency_or_martial_law
5544.074074,0.999942,0.333333,   1,   3,"Appeal_for_material_cooperation(X0,X1,T3)<-inv_fight_with_small_arms_and_light_weapons(X0,X1,T0)&inv_Refuse_to_yield(X1,X2,T1)&Physically_assault(X2,X1,T2)",Appeal_for_material_cooperation
7016.718750,0.999949,0.375000,   3,   8,"Grant_asylum(X0,X1,T1)<-Grant_asylum(X0,X1,T0)",Grant_asylum
13608.181818,0.000000,1.000000,   2,   2,"Accuse_of_aggression(X0,X1,T3)<-Make_statement(X0,X1,T0)&Use_unconventional_violence(X1,X2,T1)&inv_Express_accord(X2,X1,T2)",Accuse_of_aggression
13608.181818,0.000000,1.000000,   1,   1,"Accuse_of_aggression(X0,X2,T3)<-Consult(X0,X1,T0)&Consult(X1,X0,T1)&inv_Violate_ceasefire(X0,X2,T2)",Accuse_of_aggression
13608.181818,0.000000,1.000000,   3,   3,"Accuse_of_aggression(X0,X2,T3)<-inv_Demand_military_aid(X0,X1,T0)&Demand_military_aid(X1,X0,T1)&Appeal_for_release_of_persons_or_property(X0,X2,T2)",Accuse_of_aggression
13608.181818,0.000000,1.000000,   1,   1,"Accuse_of_aggression(X0,X1,T3)<-Make_statement(X0,X1,T0)&Make_a_visit(X1,X2,T1)&Provide_economic_aid(X2,X1,T2)",Accuse_of_aggression
8164.909091,0.999931,0.600000,   3,   5,"Accuse_of_aggression(X0,X2,T3)<-Occupy_territory(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X0,T1)&Accuse_of_aggression(X0,X2,T2)",Accuse_of_aggression
7422.644628,0.999930,0.545455,   6,  11,"Accuse_of_aggression(X0,X1,T1)<-Accuse_of_aggression(X0,X1,T0)",Accuse_of_aggression
6804.090909,0.999930,0.500000,   3,   6,"Accuse_of_aggression(X0,X1,T1)<-inv_Violate_ceasefire(X0,X1,T0)",Accuse_of_aggression
6804.090909,0.999930,0.500000,   1,   2,"Accuse_of_aggression(X0,X2,T3)<-Destroy_property(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X0,T1)&Accuse_of_aggression(X0,X2,T2)",Accuse_of_aggression
6804.090909,0.999930,0.500000,   6,  12,"Accuse_of_aggression(X0,X1,T3)<-Accuse(X0,X1,T0)&inv_Arrest,_detain,_or_charge_with_legal_action(X1,X2,T1)&inv_Abduct,_hijack,_or_take_hostage(X2,X1,T2)",Accuse_of_aggression
6804.090909,0.999930,0.500000,   1,   2,"Accuse_of_aggression(X0,X1,T3)<-Accuse_of_aggression(X0,X1,T0)&Express_accord(X1,X2,T1)&inv_Use_unconventional_violence(X2,X1,T2)",Accuse_of_aggression
6048.080808,0.999929,0.444444,  12,  27,"Accuse_of_aggression(X0,X2,T3)<-Mobilize_or_increase_armed_forces(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X0,T1)&Accuse_of_aggression(X0,X2,T2)",Accuse_of_aggression
5103.068182,0.999929,0.375000,   6,  16,"Accuse_of_aggression(X0,X1,T3)<-Accuse_of_aggression(X0,X1,T0)&Violate_ceasefire(X1,X0,T1)&Accuse_of_aggression(X0,X1,T2)",Accuse_of_aggression
4536.060606,0.999929,0.333333,   5,  15,"Accuse_of_aggression(X0,X1,T3)<-inv_Violate_ceasefire(X0,X1,T0)&inv_Accuse_of_aggression(X1,X0,T1)&inv_Violate_ceasefire(X0,X1,T2)",Accuse_of_aggression
4536.060606,0.999929,0.333333,   1,   3,"Accuse_of_aggression(X0,X1,T3)<-Criticize_or_denounce(X0,X1,T0)&Abduct,_hijack,_or_take_hostage(X1,X2,T1)&inv_Use_as_human_shield(X2,X1,T2)",Accuse_of_aggression
3711.322314,0.999928,0.272727,   3,  11,"Accuse_of_aggression(X0,X1,T3)<-Make_statement(X0,X1,T0)&Use_conventional_military_force(X1,X2,T1)&inv_Abduct,_hijack,_or_take_hostage(X2,X1,T2)",Accuse_of_aggression
3402.045455,0.999928,0.250000,   1,   4,"Accuse_of_aggression(X0,X2,T2)<-Reject_plan,_agreement_to_settle_dispute(X0,X1,T0)&Appeal_for_de-escalation_of_military_engagement(X1,X2,T1)",Accuse_of_aggression
3402.045455,0.999928,0.250000,   1,   4,"Accuse_of_aggression(X0,X2,T3)<-Consult(X0,X1,T0)&inv_Engage_in_diplomatic_cooperation(X1,X0,T1)&inv_Violate_ceasefire(X0,X2,T2)",Accuse_of_aggression
3402.045455,0.999928,0.250000,   5,  20,"Accuse_of_aggression(X0,X1,T3)<-Accuse_of_aggression(X0,X1,T0)&Abduct,_hijack,_or_take_hostage(X1,X2,T1)&Accuse(X2,X1,T2)",Accuse_of_aggression
16632.222222,0.000000,1.000000,   1,   1,"Appeal_for_rights(X0,X1,T3)<-Engage_in_negotiation(X0,X1,T0)&Engage_in_negotiation(X1,X0,T1)&Abduct,_hijack,_or_take_hostage(X0,X1,T2)",Appeal_for_rights
16632.222222,0.000000,1.000000,   4,   4,"Appeal_for_rights(X0,X1,T3)<-Provide_humanitarian_aid(X0,X1,T0)&inv_Arrest,_detain,_or_charge_with_legal_action(X1,X2,T1)&inv_Demand_judicial_cooperation(X2,X1,T2)",Appeal_for_rights
18711.250000,0.000000,1.000000,   2,   2,"Demand_economic_aid(X0,X2,T2)<-inv_Demand_judicial_cooperation(X0,X1,T0)&Ease_administrative_sanctions(X1,X2,T1)",Demand_economic_aid
12162.312500,0.999951,0.650000,  13,  20,"Demand_economic_aid(X0,X2,T2)<-inv_Demand_judicial_cooperation(X0,X1,T0)&Arrest,_detain,_or_charge_with_legal_action(X1,X2,T1)",Demand_economic_aid
9355.625000,0.999950,0.500000,   2,   4,"Demand_economic_aid(X0,X2,T3)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&Rally_opposition_against(X1,X0,T1)&Abduct,_hijack,_or_take_hostage(X0,X2,T2)",Demand_economic_aid
7016.718750,0.999949,0.375000,   3,   8,"Demand_economic_aid(X0,X2,T3)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X0,T1)&Abduct,_hijack,_or_take_hostage(X0,X2,T2)",Demand_economic_aid
4860.064935,0.999948,0.259740,  20,  77,"Demand_economic_aid(X0,X2,T3)<-inv_fight_with_small_arms_and_light_weapons(X0,X1,T0)&inv_Accuse(X1,X0,T1)&Abduct,_hijack,_or_take_hostage(X0,X2,T2)",Demand_economic_aid
13608.181818,0.000000,1.000000,   3,   3,"Express_intent_to_accept_mediation(X0,X1,T3)<-inv_Express_intent_to_mediate(X0,X1,T0)&Arrest,_detain,_or_charge_with_legal_action(X1,X0,T1)&Defy_norms,_law(X0,X1,T2)",Express_intent_to_accept_mediation
13608.181818,0.000000,1.000000,   1,   1,"Express_intent_to_accept_mediation(X0,X1,T3)<-Express_intent_to_accept_mediation(X0,X1,T0)&Host_a_visit(X1,X0,T1)&Make_a_visit(X0,X1,T2)",Express_intent_to_accept_mediation
6804.090909,0.999930,0.500000,   2,   4,"Express_intent_to_accept_mediation(X0,X2,T3)<-inv_Confiscate_property(X0,X1,T0)&Make_statement(X1,X0,T1)&Express_intent_to_accept_mediation(X0,X2,T2)",Express_intent_to_accept_mediation
6207.240829,0.999930,0.456140,  26,  57,"Express_intent_to_accept_mediation(X0,X2,T2)<-Demonstrate_or_rally(X0,X1,T0)&inv_Impose_state_of_emergency_or_martial_law(X1,X2,T1)",Express_intent_to_accept_mediation
4082.454545,0.999929,0.300000,   3,  10,"Express_intent_to_accept_mediation(X0,X1,T3)<-inv_Use_tactics_of_violent_repression(X0,X1,T0)&Impose_state_of_emergency_or_martial_law(X1,X2,T1)&inv_Cooperate_militarily(X2,X1,T2)",Express_intent_to_accept_mediation
16632.222222,0.000000,1.000000,   4,   4,"Seize_or_damage_property(X0,X1,T3)<-Confiscate_property(X0,X1,T0)&inv_Seize_or_damage_property(X1,X0,T1)&Use_conventional_military_force(X0,X1,T2)",Seize_or_damage_property
9504.126984,0.999944,0.571429,   4,   7,"Seize_or_damage_property(X0,X1,T3)<-Confiscate_property(X0,X1,T0)&inv_Use_conventional_military_force(X1,X0,T1)&Seize_or_damage_property(X0,X1,T2)",Seize_or_damage_property
8316.111111,0.999943,0.500000,   1,   2,"Seize_or_damage_property(X0,X1,T3)<-Investigate(X0,X1,T0)&inv_Arrest,_detain,_or_charge_with_legal_action(X1,X0,T1)&Seize_or_damage_property(X0,X1,T2)",Seize_or_damage_property
5544.074074,0.999942,0.333333,   3,   9,"Seize_or_damage_property(X0,X1,T1)<-Seize_or_damage_property(X0,X1,T0)",Seize_or_damage_property
13608.181818,0.000000,1.000000,   1,   1,"Threaten_non-force(X0,X2,T3)<-Make_statement(X0,X1,T0)&Make_statement(X1,X0,T1)&Complain_officially(X0,X2,T2)",Threaten_non-force
13608.181818,0.000000,1.000000,   1,   1,"Threaten_non-force(X0,X2,T3)<-Criticize_or_denounce(X0,X1,T0)&inv_Make_statement(X1,X0,T1)&Threaten_non-force(X0,X2,T2)",Threaten_non-force
6804.090909,0.999930,0.500000,   1,   2,"Threaten_non-force(X0,X2,T3)<-inv_Make_an_appeal_or_request(X0,X1,T0)&Threaten(X1,X0,T1)&Threaten_non-force(X0,X2,T2)",Threaten_non-force
5103.068182,0.999929,0.375000,   3,   8,"Threaten_non-force(X0,X3,T3)<-inv_Investigate(X0,X1,T0)&inv_Yield(X1,X2,T1)&inv_Reject_plan,_agreement_to_settle_dispute(X2,X3,T2)",Threaten_non-force
10692.142857,0.999950,0.571429,   8,  14,"Accede_to_demands_for_rights(X0,X1,T3)<-inv_Make_an_appeal_or_request(X0,X1,T0)&Appeal_for_economic_cooperation(X1,X0,T1)&inv_Make_an_appeal_or_request(X0,X1,T2)",Accede_to_demands_for_rights
10135.260417,0.999950,0.541667,  13,  24,"Accede_to_demands_for_rights(X0,X2,T3)<-inv_Make_statement(X0,X1,T0)&Make_statement(X1,X0,T1)&Accede_to_demands_for_rights(X0,X2,T2)",Accede_to_demands_for_rights
9355.625000,0.999950,0.500000,  80, 160,"Accede_to_demands_for_rights(X0,X1,T3)<-inv_Appeal_for_material_cooperation(X0,X1,T0)&inv_Use_unconventional_violence(X1,X2,T1)&Use_unconventional_violence(X2,X1,T2)",Accede_to_demands_for_rights
6704.864583,0.999949,0.358333,  43, 120,"Accede_to_demands_for_rights(X0,X1,T3)<-inv_Bring_lawsuit_against(X0,X1,T0)&inv_Use_conventional_military_force(X1,X2,T1)&inv_Use_unconventional_violence(X2,X1,T2)",Accede_to_demands_for_rights
6237.083333,0.999949,0.333333,   8,  24,"Accede_to_demands_for_rights(X0,X1,T3)<-inv_Appeal_to_engage_in_or_accept_mediation(X0,X1,T0)&inv_Accuse(X1,X2,T1)&Abduct,_hijack,_or_take_hostage(X2,X1,T2)",Accede_to_demands_for_rights
4677.812500,0.999948,0.250000,   1,   4,"Accede_to_demands_for_rights(X0,X3,T3)<-Provide_aid(X0,X1,T0)&Investigate(X1,X2,T1)&inv_Refuse_to_release_persons_or_property(X2,X3,T2)",Accede_to_demands_for_rights
6652.888889,0.999943,0.400000,   2,   5,"Reduce_or_stop_economic_assistance(X0,X1,T1)<-Reduce_or_stop_material_aid(X0,X1,T0)",Reduce_or_stop_economic_assistance
18711.250000,0.000000,1.000000,   1,   1,"Reduce_or_stop_military_assistance(X0,X1,T3)<-Reduce_or_stop_military_assistance(X0,X1,T0)&inv_Carry_out_suicide_bombing(X1,X2,T1)&Acknowledge_or_claim_responsibility(X2,X1,T2)",Reduce_or_stop_military_assistance
7867.230114,0.999949,0.420455,  37,  88,"Reduce_or_stop_military_assistance(X0,X2,T3)<-Engage_in_negotiation(X0,X1,T0)&Engage_in_negotiation(X1,X0,T1)&Provide_military_protection_or_peacekeeping(X0,X2,T2)",Reduce_or_stop_military_assistance
6092.034884,0.999949,0.325581,  28,  86,"Reduce_or_stop_military_assistance(X0,X2,T3)<-inv_Sign_formal_agreement(X0,X1,T0)&inv_Sign_formal_agreement(X1,X0,T1)&Mobilize_or_increase_armed_forces(X0,X2,T2)",Reduce_or_stop_military_assistance
5041.953593,0.999948,0.269461,  45, 167,"Reduce_or_stop_military_assistance(X0,X2,T3)<-inv_Make_a_visit(X0,X1,T0)&inv_Host_a_visit(X1,X0,T1)&Reduce_or_stop_military_assistance(X0,X2,T2)",Reduce_or_stop_military_assistance
16632.222222,0.000000,1.000000,   2,   2,"Refuse_to_ease_administrative_sanctions(X0,X1,T3)<-Arrest,_detain,_or_charge_with_legal_action(X0,X1,T0)&Make_pessimistic_comment(X1,X2,T1)&inv_Kill_by_physical_assault(X2,X1,T2)",Refuse_to_ease_administrative_sanctions
15966.933333,0.999946,0.960000,  24,  25,"Refuse_to_ease_administrative_sanctions(X0,X2,T3)<-Investigate_crime,_corruption(X0,X1,T0)&inv_Arrest,_detain,_or_charge_with_legal_action(X1,X0,T1)&Use_tactics_of_violent_repression(X0,X2,T2)",Refuse_to_ease_administrative_sanctions
13305.777778,0.999945,0.800000,   4,   5,"Refuse_to_ease_administrative_sanctions(X0,X1,T3)<-Reject(X0,X1,T0)&Make_pessimistic_comment(X1,X2,T1)&inv_Kill_by_physical_assault(X2,X1,T2)",Refuse_to_ease_administrative_sanctions
13068.174603,0.999945,0.785714,  11,  14,"Refuse_to_ease_administrative_sanctions(X0,X2,T3)<-Arrest,_detain,_or_charge_with_legal_action(X0,X1,T0)&inv_Investigate_crime,_corruption(X1,X0,T1)&Use_tactics_of_violent_repression(X0,X2,T2)",Refuse_to_ease_administrative_sanctions
8316.111111,0.999943,0.500000,   1,   2,"Refuse_to_ease_administrative_sanctions(X0,X1,T3)<-inv_Ease_administrative_sanctions(X0,X1,T0)&Make_pessimistic_comment(X1,X2,T1)&inv_Kill_by_physical_assault(X2,X1,T2)",Refuse_to_ease_administrative_sanctions
5679.295393,0.999942,0.341463,  14,  41,"Refuse_to_ease_administrative_sanctions(X0,X1,T3)<-Express_accord(X0,X1,T0)&inv_Use_unconventional_violence(X1,X2,T1)&inv_Physically_assault(X2,X1,T2)",Refuse_to_ease_administrative_sanctions
11975.200000,0.999939,0.800000,   8,  10,"Veto(X0,X1,T1)<-Veto(X0,X1,T0)",Veto
11975.200000,0.999939,0.800000,   4,   5,"Veto(X0,X2,T3)<-Appeal_to_others_to_meet_or_negotiate(X0,X1,T0)&inv_Praise_or_endorse(X1,X0,T1)&Veto(X0,X2,T2)",Veto
